  ID  |              Name              |  Lvl |     XP     |    Gold    |
11014 |        Joe the Janitor         |  65  |    1946    |    646     |
11015 |        Joe the Janitor         |  85  |    9190    |    3063    |
11016 |        Joe the Janitor         | 105  |   47840    |   15950    |
11017 |        Joe the Janitor         | 125  |   263700   |   87920    |
11018 |        Joe the Janitor         | 135  |   628900   |   209600   |
11019 |        Joe the Janitor         | 150  |  2351000   |   783600   |
11020 |          Janitor John          |  5   |     31     |     11     |
11021 |          Janitor John          |  25  |     52     |     18     |
11022 |          Janitor John          |  45  |    141     |     47     |
11023 |          Janitor John          |  65  |    551     |    183     |
11024 |          Janitor John          |  85  |    2601    |    867     |
11025 |          Janitor John          | 105  |   13540    |    4514    |
11026 |          Janitor John          | 125  |   74650    |   24880    |
11027 |          Janitor John          | 135  |   178000   |   59330    |
11028 |          Janitor John          | 150  |   665300   |   221800   |
11029 |          Janitor Jane          |  5   |     31     |     11     |
11030 |          Janitor Jane          |  25  |     52     |     18     |
11031 |          Janitor Jane          |  45  |    141     |     47     |
11032 |          Janitor Jane          |  65  |    551     |    183     |
11033 |          Janitor Jane          |  85  |    2601    |    867     |
11034 |          Janitor Jane          | 105  |   13540    |    4514    |
11035 |          Janitor Jane          | 125  |   74650    |   24880    |
11036 |          Janitor Jane          | 135  |   178000   |   59330    |
11037 |          Janitor Jane          | 150  |   665300   |   221800   |
11038 |           Germinator           |  5   |     31     |     11     |
11039 |           Germinator           |  25  |     52     |     18     |
11040 |           Germinator           |  45  |    141     |     47     |
11041 |           Germinator           |  65  |    551     |    183     |
11042 |           Germinator           |  85  |    2601    |    867     |
11043 |           Germinator           | 105  |   13540    |    4514    |
11044 |           Germinator           | 125  |   74650    |   24880    |
11045 |           Germinator           | 135  |   178000   |   59330    |
11046 |           Germinator           | 150  |   665300   |   221800   |
11047 |    Keyote the Heart Crusher    |  15  |    149     |     79     |
11048 |    Keyote the Heart Crusher    |  35  |    319     |    164     |
11049 |    Keyote the Heart Crusher    |  55  |    1074    |    539     |
11050 |    Keyote the Heart Crusher    |  75  |    4709    |    2354    |
11051 |    Keyote the Heart Crusher    |  95  |   23530    |   11760    |
11052 |    Keyote the Heart Crusher    | 115  |   126400   |   63220    |
11053 |    Keyote the Heart Crusher    | 135  |   711900   |   356000   |
11054 |    Keyote the Heart Crusher    | 150  |  2661000   |  1331000   |
11055 |         DireWolfRider          | 150  |   842800   |   421400   |
11056 |           StormZard            |  35  |     97     |     22     |
11057 |           StormZard            |  55  |    323     |     72     |
11058 |           StormZard            |  75  |    1413    |    314     |
11059 |           StormZard            |  95  |    7058    |    1569    |
11060 |           StormZard            | 115  |   37930    |    8429    |
11061 |           StormZard            | 135  |   213600   |   47460    |
11062 |           StormZard            | 150  |   798400   |   177400   |
11063 |          InfernoZard           |  15  |     48     |     10     |
11064 |          InfernoZard           |  35  |     97     |     22     |
11065 |          InfernoZard           |  55  |    323     |     72     |
11066 |          InfernoZard           |  95  |    7058    |    1569    |
11067 |          InfernoZard           | 115  |   37930    |    8429    |
11068 |          InfernoZard           | 150  |   798400   |   177400   |
11069 |          VolcanoZard           |  15  |     61     |     12     |
11070 |          VolcanoZard           |  55  |    415     |     92     |
11071 |          VolcanoZard           |  75  |    1819    |    404     |
11072 |          VolcanoZard           |  95  |    9087    |    2020    |
11073 |          VolcanoZard           | 115  |   48840    |   10850    |
11074 |          VolcanoZard           | 135  |   275000   |   61110    |
11075 |          VolcanoZard           | 150  |  1028000   |   228400   |
11076 |            BlizZard            |  35  |     97     |     22     |
11077 |            BlizZard            |  55  |    323     |     72     |
11078 |            BlizZard            |  75  |    1413    |    314     |
11079 |            BlizZard            |  95  |    7058    |    1569    |
11080 |            BlizZard            | 115  |   37930    |    8429    |
11081 |            BlizZard            | 150  |   798400   |   177400   |
11082 |           LepreZard            |  15  |     30     |     16     |
11083 |           LepreZard            |  35  |     61     |     34     |
11084 |           LepreZard            |  55  |    203     |    112     |
11085 |           LepreZard            |  75  |    882     |    491     |
11086 |           LepreZard            |  95  |    4412    |    2451    |
11087 |           LepreZard            | 115  |   23710    |   13170    |
11088 |           LepreZard            | 135  |   133500   |   74160    |
11089 |           LepreZard            | 150  |   499000   |   277200   |
11090 |        LepreZard Master        |  15  |     85     |     45     |
11091 |        LepreZard Master        |  35  |    173     |     96     |
11092 |        LepreZard Master        |  55  |    578     |    319     |
11093 |        LepreZard Master        |  75  |    2513    |    1399    |
11094 |        LepreZard Master        |  95  |   12570    |    6985    |
11095 |        LepreZard Master        | 115  |   67560    |   37540    |
11096 |        LepreZard Master        | 135  |   380400   |   211400   |
11097 |        LepreZard Master        | 150  |  1422000   |   790100   |
11098 |            PikaZard            |  15  |     61     |     12     |
11099 |            PikaZard            |  35  |    124     |     28     |
11100 |            PikaZard            |  55  |    415     |     92     |
11101 |            PikaZard            |  75  |    1819    |    404     |
11102 |            PikaZard            |  95  |    9087    |    2020    |
11103 |            PikaZard            | 115  |   48840    |   10850    |
11104 |            PikaZard            | 135  |   275000   |   61110    |
11105 |            PikaZard            | 150  |  1028000   |   228400   |
11106 |           WhaleZard            |  15  |     48     |     10     |
11107 |           WhaleZard            |  35  |     97     |     22     |
11108 |           WhaleZard            |  55  |    323     |     72     |
11109 |           WhaleZard            |  75  |    1413    |    314     |
11110 |           WhaleZard            |  95  |    7058    |    1569    |
11111 |           WhaleZard            | 115  |   37930    |    8429    |
11112 |        Kae's Cuddle Toy        | 100  |    666     |    666     |
11113 |            LizZard             |  55  |    415     |     92     |
11114 |            LizZard             |  75  |    1819    |    404     |
11115 |            LizZard             |  95  |    9087    |    2020    |
11116 |            LizZard             | 115  |   48840    |   10850    |
11117 |            LizZard             | 135  |   275000   |   61110    |
11118 |            LizZard             | 150  |  1028000   |   228400   |
11119 |            ToadZard            |  35  |     97     |     22     |
11120 |            ToadZard            |  55  |    323     |     72     |
11121 |            ToadZard            |  75  |    1413    |    314     |
11122 |            ToadZard            |  95  |    7058    |    1569    |
11123 |            ToadZard            | 115  |   37930    |    8429    |
11124 |            ToadZard            | 135  |   213600   |   47460    |
11125 |            ToadZard            | 150  |   798400   |   177400   |
11126 |           NightZard            |  35  |     97     |     22     |
